gauge_id,region,season,n_valid,noise_sd,trend_per_decade,mk_pvalue,direction,emerge_year,emerge_type,insufficient
2033,Alps East,SON,40,1.2068019933843144,-0.004407378335949899,0.9907040297231748,decrease,,none,False
2034,Plateau,DJF,39,0.8258833726009805,-0.11219191919191901,0.43881262153485934,decrease,2065,forecast,False
2034,Plateau,MAM,40,0.7763838414577385,-0.21748301630434758,0.05168804975531471,decrease,2027,forecast,False
2034,Plateau,JJA,40,0.4731929455489315,-0.09416614906832305,0.10042517436963738,decrease,2041,forecast,False
2034,Plateau,SON,40,0.629731589190368,-0.23063656429041046,0.02171858311421837,decrease,2018,observed,False
2044,Plateau,DJF,39,0.733285886509491,0.013072446072446085,0.7901381702817245,increase,,none,False
2044,Plateau,MAM,40,1.1042593185873748,-0.1500259661835745,0.24872473553918217,decrease,2065,forecast,False
2044,Plateau,JJA,40,0.6454053101679101,-0.015454292084726762,0.842992183820956,decrease,,none,False
2044,Plateau,SON,40,0.7761115759805052,-0.04994982684808999,0.600072292463655,decrease,,none,False
2053,Alps West,DJF,29,,,,none,,none,True
2053,Alps West,MAM,30,0.4224107104251092,0.051489769820971795,0.568058623631595,increase,2078,forecast,False
2053,Alps West,JJA,30,0.4779815219407999,-0.04661030595813218,0.568058623631595,decrease,2099,forecast,False
2053,Alps West,SON,30,0.2177088975216102,-0.061062271062271266,0.08676057117588454,decrease,2032,forecast,False
2056,Alps North,DJF,39,0.18219890621233206,0.014700336700336786,0.8276288084144703,increase,,none,False
2056,Alps North,MAM,40,0.8910984442549019,0.08398273351362591,0.4488598208640493,increase,2097,forecast,False
2056,Alps North,JJA,40,1.2568476775063404,-0.4527857142857136,0.007628452120383988,decrease,2019,observed,False
2056,Alps North,SON,40,0.8681585818119087,0.0037461394814334234,0.9907040297231748,increase,,none,False
2063,Alps North,DJF,39,0.5335480175833915,-0.008222222222222353,0.9421393594576422,decrease,,none,False
2063,Alps North,MAM,40,0.795673885304969,-0.13583197463768082,0.19591947802979215,decrease,2050,forecast,False
2063,Alps North,JJA,40,0.5701121755415705,-0.14029741847826113,0.10534105856467724,decrease,2032,forecast,False
2063,Alps North,SON,40,0.4658534644680272,-0.15781070120355822,0.041456909675791964,decrease,2021,forecast,False
2067,Alps East,DJF,39,0.13723372299945336,0.049635296327604085,0.09034851458293014,increase,2019,observed,False
2067,Alps East,MAM,40,0.43815487807082987,0.05345708639186869,0.4081104204610595,increase,2073,forecast,False
2067,Alps East,JJA,40,0.7636468108730697,-0.2636321101667216,0.04633520099984567,decrease,2020,observed,False
2067,Alps East,SON,40,0.5665895392860867,-0.005732600732600642,0.9535453737590693,decrease,,none,False
2068,Alps South,DJF,26,,,,none,,none,True
2068,Alps South,MAM,29,,,,none,,none,True
2068,Alps South,JJA,29,,,,none,,none,True
2068,Alps South,SON,29,,,,none,,none,True
2070,Alps North,DJF,39,0.7345492250404378,0.06422629222629224,0.4981364283916774,increase,,none,False
2070,Alps North,MAM,40,1.2792207683016679,-0.16961755729278216,0.23011737495822127,decrease,2066,forecast,False
2070,Alps North,JJA,40,0.5662205741396688,0.035104166666666645,0.770840345264592,increase,,none,False
2070,Alps North,SON,40,0.6408288229183939,-0.07416012558869693,0.43502642785483836,decrease,2077,forecast,False
2078,Alps South,DJF,39,0.23805361127638597,0.05589830804116537,0.19139541400462035,increase,2034,forecast,False
2078,Alps South,MAM,40,0.7347409219572203,0.12476534878165303,0.23929351176558455,increase,2050,forecast,False
2078,Alps South,JJA,40,0.987830176783091,-0.25716787439613586,0.10042517436963738,decrease,2029,forecast,False
2078,Alps South,SON,40,1.2435995571926721,0.013271411128553854,0.8980212621322816,increase,,none,False
2079,Alps South,DJF,39,13.254761602101384,0.0,0.9229050934914809,flat,,none,False
2079,Alps South,MAM,40,8.620944374167781,-2.787841614906832,0.03702074766590524,decrease,2022,forecast,False
2079,Alps South,JJA,40,8.947847857567819,-1.2940383941093971,0.2211942719822526,decrease,2060,forecast,False
2079,Alps South,SON,40,13.0016936914157,0.0,0.9442683124568536,flat,,none,False
2084,Alps North,DJF,39,0.4425596465004152,0.09864646464646465,0.29818612881587514,increase,2036,forecast,False
2084,Alps North,MAM,40,1.732114762907359,0.06519440548542924,0.8248046168337546,increase,,none,False
2084,Alps North,JJA,40,1.9116976488647475,-0.39565476190476034,0.1328433096626911,decrease,2039,forecast,False
2084,Alps North,SON,40,1.3370312776443558,0.16683767161220747,0.34530569744810213,increase,2071,forecast,False
2085,Alps North,DJF,36,0.3444711962592626,0.07113409961685814,0.3472987680371582,increase,2041,forecast,False
2085,Alps North,MAM,37,0.8786611989359975,-0.032312252964426795,0.8240484528174716,decrease,,none,False
2085,Alps North,JJA,37,0.5851413056352727,-0.13421271135265714,0.2045653965108014,decrease,2036,forecast,False
2085,Alps North,SON,37,0.4596154423408976,-0.09757242757242768,0.2776793977764225,decrease,2040,forecast,False
2086,Alps South,DJF,39,0.1677789065217064,0.023971028971028915,0.383767900437737,increase,2061,forecast,False
2086,Alps South,MAM,40,0.541044727864796,-0.052314208662714086,0.3696497329509345,decrease,2094,forecast,False
2086,Alps South,JJA,40,0.7400570233891984,-0.060231884057970975,0.33352610308834585,decrease,,none,False
2086,Alps South,SON,40,1.1870619691786237,-0.04438356881214016,0.5680669608513922,decrease,,none,False
2087,Alps East,DJF,39,0.1629625477925592,0.09207070707070719,0.011864484832549982,increase,2009,observed,False
2087,Alps East,MAM,40,0.6048121456159005,0.13381223702664824,0.15860607706086882,increase,2036,forecast,False
2087,Alps East,JJA,40,1.2358135754442459,-0.43553929765886373,0.041456909675791964,decrease,2019,observed,False
2087,Alps East,SON,40,1.2516533084249215,-0.010428284758719479,0.8980212621322816,decrease,,none,False
2091,Plateau,DJF,39,0.4731852625374325,0.024515398182064864,0.6808572133380828,increase,,none,False
2091,Plateau,MAM,40,0.7080964712024131,-0.07894836041575173,0.4488598208640493,decrease,2081,forecast,False
2091,Plateau,JJA,40,0.6494850174931099,-0.11373979786422594,0.18798383813865382,decrease,2048,forecast,False
2091,Plateau,SON,40,0.4948454156990782,-0.0535508241758242,0.5216481488445233,decrease,2083,forecast,False
2099,Alps North,DJF,39,0.5492433123492197,0.01966503866503988,0.8655164609304618,increase,,none,False
2099,Alps North,MAM,40,1.159095749312115,-0.050778932225064265,0.5523765052635039,decrease,,none,False
2099,Alps North,JJA,40,1.173297878300333,-0.07088289900080963,0.6163750034803586,decrease,,none,False
2099,Alps North,SON,40,0.9023260090551397,-0.004716117216116977,0.9907040297231748,decrease,,none,False
2102,Alps North,DJF,39,0.5112400555240624,-0.07817338217338225,0.29818612881587514,decrease,2057,forecast,False
2102,Alps North,MAM,40,1.1401529624150883,-0.04799489459815706,0.6834306388633604,decrease,,none,False
2102,Alps North,JJA,40,0.8743695244008503,-0.14853539576365682,0.26835952882925307,decrease,2050,forecast,False
2102,Alps North,SON,40,0.8125885235776922,-0.02224383724383725,0.8612638836213089,decrease,,none,False
2104,Alps North,DJF,39,0.3827253479996288,0.07235316407730187,0.4679538135260932,increase,2044,forecast,False
2104,Alps North,MAM,40,1.2556701402564465,-0.03345760869565146,0.770840345264592,decrease,,none,False
2104,Alps North,JJA,40,1.3670043287216191,-0.2664479813664593,0.14528778909526707,decrease,2042,forecast,False
2104,Alps North,SON,40,0.8908949685183446,0.023489926739926448,0.8980212621322816,increase,,none,False
2105,Alps East,DJF,39,0.13009051255235834,0.018911111111111323,0.3971171572571701,increase,2060,forecast,False
2105,Alps East,MAM,40,0.6980755104598527,0.19557039978462787,0.07093234307299712,increase,2027,forecast,False
2105,Alps East,JJA,40,1.103597373865724,-0.2769312547673538,0.15860607706086882,decrease,2031,forecast,False
2105,Alps East,SON,40,1.1543012607734218,0.018253777472527627,0.8612638836213089,increase,,none,False
2106,Jura,DJF,39,0.7219948127969094,0.0595010603431656,0.4829170444568125,increase,,none,False
2106,Jura,MAM,40,0.7006957777684744,-0.21904198635976196,0.05754887969139322,decrease,2023,forecast,False
2106,Jura,JJA,40,0.43708164779721886,-0.04160854468599033,0.42144237894257297,decrease,2096,forecast,False
2106,Jura,SON,40,0.480600212918529,-0.104689349112426,0.2211942719822526,decrease,2037,forecast,False
2109,Alps North,DJF,39,0.17998043836396385,-0.0074869081535746925,0.8276288084144703,decrease,,none,False
2109,Alps North,MAM,40,0.8920503967332346,0.02199074074074065,0.8612638836213089,increase,,none,False
2109,Alps North,JJA,40,0.859884487404921,-0.19567368659420248,0.14528778909526707,decrease,2035,forecast,False
2109,Alps North,SON,40,0.5074954433920835,-0.04140834440284992,0.6495478982562364,decrease,,none,False
2110,Alps North,DJF,39,0.3725905187292359,0.04457777777777775,0.5452829029299784,increase,2075,forecast,False
2110,Alps North,MAM,40,0.9214425062204171,-0.010777625892936056,0.9535453737590693,decrease,,none,False
2110,Alps North,JJA,40,1.008691182165053,-0.11356222682309475,0.35734719361075706,decrease,2080,forecast,False
2110,Alps North,SON,40,0.7330788141899903,0.04962383770076087,0.632869142286627,increase,,none,False
2112,Alps North,DJF,39,0.7884161755586904,0.05744047619047597,0.6632086746173176,increase,,none,False
2112,Alps North,MAM,40,1.6462228490388053,-0.23923404525807254,0.20409789310190107,decrease,2060,forecast,False
2112,Alps North,JJA,40,1.085128534628773,-0.2973417874396136,0.0785255109265468,decrease,2027,forecast,False
2112,Alps North,SON,40,1.2324662532487862,-0.02149464950372209,0.9164874459935288,decrease,,none,False
2117,Alps West,DJF,39,0.05179044524444427,0.017483622657535676,0.05146326548699576,increase,2021,forecast,False
2117,Alps West,MAM,40,0.1908747470645417,-0.013606937340153445,0.5369017953048782,decrease,,none,False
2117,Alps West,JJA,40,0.26754869222780603,-0.13640160183066363,0.00024247847224345698,decrease,2011,observed,False
2117,Alps West,SON,40,0.08717681442695373,-0.030212880437534808,0.015875547141379176,decrease,2020,observed,False
2119,Alps North,DJF,39,0.5329598886795861,0.10056043956043968,0.2657461083422321,increase,2044,forecast,False
2119,Alps North,MAM,40,1.083983107501706,-0.228051630434783,0.15183576182655356,decrease,2039,forecast,False
2119,Alps North,JJA,40,0.7447056461202403,-0.30569783834586467,0.01002752644631788,decrease,2015,observed,False
2119,Alps North,SON,40,0.6065797490940003,-0.27882478632478624,0.006633762413644773,decrease,2013,observed,False
2122,Jura,DJF,39,0.6375082057394265,0.04244989198835322,0.4981364283916774,increase,,none,False
2122,Jura,MAM,40,0.6885510133961287,-0.17406649616368292,0.06395197805243646,decrease,2031,forecast,False
2122,Jura,JJA,40,0.3730220236327037,-0.08126567725752518,0.14528778909526707,decrease,2037,forecast,False
2122,Jura,SON,40,0.41963544620054805,-0.11116444270015693,0.0867673622125098,decrease,2029,forecast,False
2125,Plateau,DJF,39,0.6574924801610129,-0.01563541666666668,0.9037158067879054,decrease,,none,False
2125,Plateau,MAM,40,0.8859923662925058,-0.06776249779968323,0.5369017953048782,decrease,,none,False
2125,Plateau,JJA,40,0.8717435216458154,-0.04189200561009802,0.6664041829849279,decrease,,none,False
2125,Plateau,SON,40,0.6794082779195518,-0.0063236122851505535,0.9349988039705048,decrease,,none,False
2126,Plateau,DJF,39,0.8558385566755617,-0.053944444444449235,0.5778990721352786,decrease,,none,False
2126,Plateau,MAM,40,0.8945454440129137,-0.1156741718426501,0.33352610308834585,decrease,2068,forecast,False
2126,Plateau,JJA,40,0.5602655708644716,-0.02185869565217391,0.842992183820956,decrease,,none,False
2126,Plateau,SON,40,0.7136290627021574,-0.0914652014652016,0.3950329766408669,decrease,2069,forecast,False
2130,Alps North,DJF,4,,,,none,,none,True
2130,Alps North,MAM,5,,,,none,,none,True
2130,Alps North,JJA,5,,,,none,,none,True
2130,Alps North,SON,5,,,,none,,none,True
2132,Plateau,DJF,39,0.8088956321706008,-0.00769342251950935,0.9421393594576422,decrease,,none,False
2132,Plateau,MAM,40,0.962655306813974,-0.11116847826086948,0.42144237894257297,decrease,2078,forecast,False
2132,Plateau,JJA,40,0.5837971895931938,-0.02561927917620131,0.8248046168337546,decrease,,none,False
2132,Plateau,SON,40,0.6920335339362977,-0.07831083202511788,0.47726203508105103,decrease,2079,forecast,False
2135,Alps North,DJF,39,0.30247972502701015,0.0030370370370369493,0.9806980673807666,increase,,none,False
2135,Alps North,MAM,40,0.8745747012310621,-0.0038593350383634576,0.9907040297231748,decrease,,none,False
2135,Alps North,JJA,40,0.7536871248869732,-0.11627100470035262,0.23011737495822127,decrease,2056,forecast,False
2135,Alps North,SON,40,0.463216023577006,-0.042085137085137114,0.5680669608513922,decrease,,none,False
2139,Plateau,DJF,39,1.257654357195718,0.08405612083389902,0.6457450970456375,increase,,none,False
2139,Plateau,MAM,40,1.6103984869474963,-0.35613265810276684,0.04633520099984567,decrease,2036,forecast,False
2139,Plateau,JJA,40,1.1126205600550787,-0.4465925343249427,0.01002752644631788,decrease,2016,observed,False
2139,Plateau,SON,40,1.345553178635293,-0.09049827623357096,0.6834306388633604,decrease,,none,False
2141,Alps East,DJF,39,0.10610598014817747,0.0696888888888888,0.001291922272390611,increase,2007,observed,False
2141,Alps East,MAM,40,0.5505905276980111,0.08034255599472973,0.2125219354050587,increase,2060,forecast,False
2141,Alps East,JJA,40,0.9377559167510992,-0.1271314538043468,0.4081104204610595,decrease,2065,forecast,False
2141,Alps East,SON,40,0.49695972828104357,0.07889907460960097,0.24872473553918217,increase,2054,forecast,False
2143,Alps East,DJF,39,0.4396264623871785,0.04168269230769239,0.43881262153485934,increase,2097,forecast,False
2143,Alps East,MAM,40,0.6387967522927116,-0.038172798216276484,0.5839675342063331,decrease,,none,False
2143,Alps East,JJA,40,0.7470409477885398,-0.1279474592728449,0.23011737495822127,decrease,2049,forecast,False
2143,Alps East,SON,40,0.5435050476190638,-0.018610675039246422,0.8248046168337546,decrease,,none,False
2150,Alps East,DJF,39,0.21801948130362084,0.005831043956043974,0.8845825962766167,increase,,none,False
2150,Alps East,MAM,40,1.247832064318085,-0.07660628019323736,0.6163750034803586,decrease,,none,False
2150,Alps East,JJA,40,1.6204047630055727,-0.44688078363689737,0.02041912985816552,decrease,2027,forecast,False
2150,Alps East,SON,40,0.6706338339817751,0.0012927786499216797,1.0,increase,,none,False
2151,Alps North,DJF,39,0.41805912539549706,0.011282832722832837,0.9037158067879054,increase,,none,False
2151,Alps North,MAM,40,1.1464609144863855,-0.13550376254180593,0.35734719361075706,decrease,2076,forecast,False
2151,Alps North,JJA,40,0.7152742739620034,-0.15456702898550767,0.10534105856467724,decrease,2037,forecast,False
2151,Alps North,SON,40,0.7582444123964704,-0.12770953826874862,0.08256310085481289,decrease,2050,forecast,False
2152,Alps North,DJF,39,0.3345195189093736,0.04130904897571557,0.5614764462408652,increase,2072,forecast,False
2152,Alps North,MAM,40,0.9482919958263691,0.015691504576659767,0.8796101413969479,increase,,none,False
2152,Alps North,JJA,40,1.105446667141955,-0.19822935537439668,0.23929351176558455,decrease,2047,forecast,False
2152,Alps North,SON,40,0.7962021851507574,0.05408424908424894,0.600072292463655,increase,,none,False
2155,Alps North,DJF,39,0.46620890239147383,-0.053758620689655166,0.2657461083422321,decrease,2078,forecast,False
2155,Alps North,MAM,40,0.7730637728792839,-0.07990558774666734,0.25841287570987026,decrease,2088,forecast,False
2155,Alps North,JJA,40,0.384331162928872,-0.01377538222646918,0.8612638836213089,decrease,,none,False
2155,Alps North,SON,40,0.3038425957171875,-0.07288049450549457,0.11044599236405395,decrease,2033,forecast,False
2157,Plateau,DJF,39,0.5560411031167624,0.06979853479853489,0.4107427047210992,increase,2071,forecast,False
2157,Plateau,MAM,40,0.5320561396717228,0.22675911125319614,0.011462469375363327,increase,2014,observed,False
2157,Plateau,JJA,40,0.5700543359495119,0.2900868741765478,0.004637351100469811,increase,2011,observed,False
2157,Plateau,SON,40,0.42353885143468545,0.1772090909090905,0.026057912231692626,increase,2015,observed,False
2159,Plateau,DJF,39,0.5204566869828524,-0.00964218849933146,0.7715676600867172,decrease,,none,False
2159,Plateau,MAM,40,0.7821942656810718,-0.06392853392144494,0.5066205695044608,decrease,,none,False
2159,Plateau,JJA,40,0.5574433649262132,-0.08426781400966163,0.35734719361075706,decrease,2057,forecast,False
2159,Plateau,SON,40,0.5180069849262977,-0.12385287267080743,0.13895829457075304,decrease,2033,forecast,False
2160,Alps North,DJF,39,0.6459381085808348,0.0038927203065133387,0.961407429045934,increase,,none,False
2160,Alps North,MAM,40,1.318840071273127,-0.21024587706146944,0.2997628531295813,decrease,2054,forecast,False
2160,Alps North,JJA,40,0.7616877443573902,-0.2672397891963108,0.026057912231692626,decrease,2020,observed,False
2160,Alps North,SON,40,0.7698207090710788,-0.21523156843156852,0.03918554717058398,decrease,2027,forecast,False
2161,Alps West,DJF,39,0.03571045753331345,0.019910052910052906,0.010331357016337916,increase,2009,observed,False
2161,Alps West,MAM,40,0.44365518103547485,0.3891930208538266,0.0001390295902681249,increase,2002,observed,False
2161,Alps West,JJA,40,1.994809760944882,1.2527388586956503,0.0003800464851071439,increase,2007,observed,False
2161,Alps West,SON,40,1.3746285102086004,0.043055203343664826,0.8067106222830902,increase,,none,False
2167,Alps South,DJF,39,0.7980264959313534,0.2226631944444446,0.13361124376778633,increase,2027,forecast,False
2167,Alps South,MAM,40,1.9407020382080866,-0.3202559457450762,0.23929351176558455,decrease,2052,forecast,False
2167,Alps South,JJA,40,1.0812664636721518,0.00404462242562856,0.9535453737590693,increase,,none,False
2167,Alps South,SON,40,2.2779366077387055,0.06342273917986062,0.8980212621322816,increase,,none,False
2170,Alps North,DJF,39,0.6415301485392519,-0.04485185185185166,0.6632086746173176,decrease,,none,False
2170,Alps North,MAM,40,1.0614089134323954,-0.1276990165631467,0.3950329766408669,decrease,2074,forecast,False
2170,Alps North,JJA,40,0.8056316123967715,-0.31681989734299504,0.004004519102657644,decrease,2016,observed,False
2170,Alps North,SON,40,0.7889395876784485,-0.351632071632074,0.007115517607196864,decrease,2013,observed,False
2174,Alps West,DJF,39,0.4235814221132176,-0.02949848981427916,0.7348263750767032,decrease,,none,False
2174,Alps West,MAM,40,0.6974369235033762,-0.14494894598155425,0.14528778909526707,decrease,2039,forecast,False
2174,Alps West,JJA,40,0.641994805666369,-0.20106222129319967,0.027662092362924717,decrease,2023,forecast,False
2174,Alps West,SON,40,0.5453193333390034,-0.22309120879120853,0.002750610106765361,decrease,2015,observed,False
2176,Alps North,DJF,39,0.3378696695098079,-0.012222222222222356,0.8276288084144703,decrease,,none,False
2176,Alps North,MAM,40,0.7236714681586739,-0.08972698957538813,0.20409789310190107,decrease,2072,forecast,False
2176,Alps North,JJA,40,0.4658309692476983,0.05255084151472661,0.5523765052635039,increase,2080,forecast,False
2176,Alps North,SON,40,0.42423497053875087,-0.009469780219780233,0.8796101413969479,decrease,,none,False
2179,Alps North,DJF,39,0.4950165965900274,-0.002086419753086519,0.9806980673807666,decrease,,none,False
2179,Alps North,MAM,40,0.8830629853151172,-0.15714414162404086,0.12124053189066752,decrease,2047,forecast,False
2179,Alps North,JJA,40,0.6244669661560891,-0.17730774456521742,0.19591947802979215,decrease,2026,forecast,False
2179,Alps North,SON,40,0.5475488598842818,-0.12962859720924252,0.07093234307299712,decrease,2033,forecast,False
2181,Alps North,DJF,39,0.8358743351971275,0.044004884004883824,0.8465282828044682,increase,,none,False
2181,Alps North,MAM,40,1.3110876477514546,-0.164084733201581,0.27856604965694465,decrease,2071,forecast,False
2181,Alps North,JJA,40,0.8328376557559117,-0.01814130434782631,0.8796101413969479,decrease,,none,False
2181,Alps North,SON,40,0.9857483241127498,-0.043164456233421855,0.7530821359358961,decrease,,none,False
2185,Alps East,DJF,39,0.11532667479266188,0.0963866666666667,0.0001456226035256858,increase,2003,observed,False
2185,Alps East,MAM,40,0.8396804544317286,-0.030012884182908442,0.8248046168337546,decrease,,none,False
2185,Alps East,JJA,40,1.0011765755950608,-0.2290346790890272,0.0867673622125098,decrease,2035,forecast,False
2185,Alps East,SON,40,0.5523950495294033,0.09128424207371591,0.28903354254194413,increase,2052,forecast,False
2187,Alps North,DJF,39,0.6556274259075505,0.03706481481481524,0.7901381702817245,increase,,none,False
2187,Alps North,MAM,40,1.13903438576623,-0.10967779503105583,0.26835952882925307,decrease,2095,forecast,False
2187,Alps North,JJA,40,1.067717561369442,-0.14353361513687635,0.34530569744810213,decrease,2065,forecast,False
2187,Alps North,SON,40,0.7773291133041867,0.022471042471042653,0.842992183820956,increase,,none,False
2199,Plateau,DJF,39,1.1006340444771938,-0.014468864468864345,0.961407429045934,decrease,,none,False
2199,Plateau,MAM,40,1.1466869680765883,-0.23298007246376734,0.12124053189066752,decrease,2040,forecast,False
2199,Plateau,JJA,40,0.5586903161747233,-0.1063634910485933,0.1269387713465171,decrease,2044,forecast,False
2199,Plateau,SON,40,0.7493267440976685,-0.14275035115260676,0.17282861084833234,decrease,2043,forecast,False
2200,Alps North,DJF,39,0.15856098594589008,-0.006810549450549441,0.7348263750767032,decrease,,none,False
2200,Alps North,MAM,40,0.8942526547544485,-0.017688296003513373,0.8067106222830902,decrease,,none,False
2200,Alps North,JJA,40,0.8842832954492704,-0.5089956521739145,0.00045325488725067586,decrease,2008,observed,False
2200,Alps North,SON,40,0.5316093849679351,-0.18525077486615946,0.005757261374496947,decrease,2020,observed,False
2202,Jura,DJF,39,0.7075375662515621,0.04484253968253968,0.5452829029299784,increase,,none,False
2202,Jura,MAM,40,0.6940271863314571,-0.1391629023150764,0.10042517436963738,decrease,2041,forecast,False
2202,Jura,JJA,40,0.37834632308609656,-0.06009685990338165,0.23929351176558455,decrease,2054,forecast,False
2202,Jura,SON,40,0.44937683528196626,-0.10833302551789945,0.17282861084833234,decrease,2032,forecast,False
2203,Alps North,DJF,39,0.4603077020828001,-0.03353497942386843,0.6457450970456375,decrease,,none,False
2203,Alps North,MAM,40,1.3248174343589798,-0.22634178743961347,0.15183576182655356,decrease,2050,forecast,False
2203,Alps North,JJA,40,0.872858763830963,-0.4098233695652177,0.004986581259740941,decrease,2012,observed,False
2203,Alps North,SON,40,0.6523914455118094,-0.23482651742598684,0.012246093844698658,decrease,2019,observed,False
2205,Alps North,DJF,39,0.48422038376732196,-0.0089040404040404,0.9037158067879054,decrease,,none,False
2205,Alps North,MAM,40,0.7997787819726435,-0.11119184782608688,0.34530569744810213,decrease,2063,forecast,False
2205,Alps North,JJA,40,0.6493645533863543,-0.11228623188405729,0.24872473553918217,decrease,2049,forecast,False
2205,Alps North,SON,40,0.510000101390593,-0.07584615384615434,0.26835952882925307,decrease,2058,forecast,False
2206,Alps South,DJF,34,0.6667443195057597,0.2844682539682538,0.14628055684434438,increase,2016,observed,False
2206,Alps South,MAM,36,2.763129173717236,-0.4347147723692501,0.1689113395241173,decrease,2055,forecast,False
2206,Alps South,JJA,36,1.4099708315275679,-0.4806406505393917,0.03033242408326875,decrease,2021,forecast,False
2206,Alps South,SON,35,3.4052788426123666,-0.32546813186813245,0.495448439184329,decrease,2097,forecast,False
2210,Jura,DJF,39,1.0863645336530063,0.030183006535947177,0.9037158067879054,increase,,none,False
2210,Jura,MAM,40,1.1574976568768476,-0.2587234233158143,0.13895829457075304,decrease,2036,forecast,False
2210,Jura,JJA,40,0.5407027224432582,-0.08177442528735607,0.28903354254194413,decrease,2057,forecast,False
2210,Jura,SON,40,0.7660864848253155,-0.2056563317634745,0.034958631617794333,decrease,2028,forecast,False
2215,Alps North,DJF,39,0.4878089669860494,0.089377777777778,0.2358223797536274,increase,2046,forecast,False
2215,Alps North,MAM,40,0.9588904367780423,-0.16143780193236715,0.23929351176558455,decrease,2050,forecast,False
