gauge_id,region,n_quarters_valid,noise_sd,ref_trend_mean,trend_slope_per_decade,mk_pvalue,direction,snr_max_abs,snr1_year,snr1_type,snr2_year,snr2_type,insufficient
2117,Alps West,159,0.1617470019446881,0.7352901728630642,-0.03994045813506633,2.112767449347075e-05,decrease,2.0724670875984126,2025,forecast,2066,forecast,False
2119,Alps North,159,0.6412811808871623,2.8123302797099035,-0.15457191963660705,0.001151461100323825,decrease,1.1945357144263584,2029,forecast,2071,forecast,False
2122,Jura,159,0.3783491313803012,1.529016977280229,-0.06518709128002309,0.06395197805243646,decrease,2.4092150729250625,2028,forecast,2086,forecast,False
2125,Plateau,159,0.6314889450846667,2.5062287301351,-0.030990269839404838,0.6664041829849279,decrease,1.9581922573337613,,none,,none,False
2126,Plateau,159,0.6118473838104536,1.895684374708927,-0.07342738310513268,0.10042517436963738,decrease,2.2832284871514004,2062,forecast,,none,False
2130,Alps North,19,,,,,none,,,none,,none,True
2132,Plateau,159,0.6193875352626012,1.9013880624049095,-0.06359802938356149,0.13895829457075304,decrease,2.5072302617035938,2072,forecast,,none,False
2135,Alps North,159,0.5839795293206201,3.581657873253631,-0.03872237716028071,0.2211942719822526,decrease,1.9178437146129135,,none,,none,False
2139,Plateau,159,0.96063672018691,5.898511946798194,-0.26433334601521935,0.0017236547566152893,decrease,2.450400926098123,2019,observed,2055,forecast,False
2141,Alps East,159,0.484095243499805,2.383949549859481,-0.009533741024713029,0.6163750034803586,decrease,1.1841465477221447,,none,,none,False
2143,Alps East,159,0.43322372180513286,2.6376123132358176,-0.042369172007311065,0.3220089692456942,decrease,1.9476868296114438,2068,forecast,,none,False
2150,Alps East,159,0.8989191443888764,3.366127699440963,-0.13016208916417563,0.019188016537287966,decrease,1.1344477528080632,2052,forecast,,none,False
2151,Alps North,159,0.7737416917640625,2.9646053669918513,-0.09994297596116934,0.007115517607196864,decrease,1.5228380240288222,2067,forecast,,none,False
2152,Alps North,159,0.6883972752163829,4.19591891770915,-0.009922124734830402,0.8067106222830902,decrease,2.4872535618878016,,none,,none,False
2155,Alps North,159,0.411735608925873,0.8292372298028677,-0.08350711974427118,0.0029681843036870603,decrease,1.8407114038172616,2039,forecast,2088,forecast,False
2157,Plateau,159,0.30698906158255607,4.2749746847354615,0.17787960875884454,0.019188016537287966,increase,5.389556359196459,2007,observed,2024,forecast,False
2159,Plateau,159,0.4942384288711426,1.9656441905736959,-0.11939962546477922,0.0006977771260721077,decrease,1.4493928636844664,2035,forecast,2076,forecast,False
2160,Alps North,159,0.8183094889168313,2.8681250517185255,-0.16894544993870791,0.002750610106765361,decrease,1.5254857780179503,2043,forecast,2092,forecast,False
2161,Alps West,159,1.0837989901921612,5.909697267526133,0.45340599253861463,1.1828951169690072e-06,increase,1.8458528796650182,2017,observed,2041,forecast,False
2167,Alps South,159,1.304909164188549,2.881843767798721,0.06259920956458939,0.770840345264592,increase,1.6913432739982883,,none,,none,False
2170,Alps North,159,0.7512986831682826,3.398416219149256,-0.22446437630032842,0.0003800464851071439,decrease,1.4720187327430378,2019,observed,2053,forecast,False
2174,Alps West,159,0.4745455755575265,3.024261259725923,-0.18494137921308298,5.279211531616923e-05,decrease,1.8744078184441104,2015,observed,2041,forecast,False
2176,Alps North,159,0.44061752919773634,1.6392657566810422,-0.03136691698285843,0.20409789310190107,decrease,1.7834955255574316,,none,,none,False
2179,Alps North,159,0.5404725810195711,2.18266072852453,-0.13929814013025027,0.0001390295902681249,decrease,1.6703046369175676,2023,forecast,2062,forecast,False
2181,Alps North,159,0.8942465507677553,2.912541800918233,-0.10144152245246629,0.10534105856467724,decrease,1.4787435805687832,2071,forecast,,none,False
2185,Alps East,159,0.6129824766854935,1.7970843798845237,-0.020996421199653736,0.5523765052635039,decrease,2.312432537625579,,none,,none,False
2187,Alps North,159,0.7608117906940774,3.7168004940396075,-0.015670305782368388,0.8067106222830902,decrease,2.165897411543377,,none,,none,False
2199,Plateau,159,0.6617472532578823,2.2085679990708864,-0.10155994935605336,0.04895023859965297,decrease,2.52058621975328,2048,forecast,,none,False
2200,Alps North,159,0.6439378321112394,4.424396005394496,-0.17070689447009751,0.00016769646520820025,decrease,2.1822439746706435,2022,forecast,2060,forecast,False
2202,Jura,159,0.37977141528476704,1.215867011777632,-0.08354449323107865,0.06068047266543353,decrease,2.1718394155304828,2030,forecast,2076,forecast,False
2203,Alps North,159,0.7781299534482989,3.1928045555935323,-0.1890438823681983,0.0001390295902681249,decrease,1.6139009352168783,2028,forecast,2069,forecast,False
2205,Alps North,159,0.47679620149864227,2.7493889880284423,-0.09715580112795022,0.016919053992785038,decrease,2.5813342278602205,2028,forecast,2077,forecast,False
2206,Alps South,141,1.940254319378609,3.9746652365781046,-0.25411111647027035,0.1269387713465171,decrease,1.3834923724974832,2068,forecast,,none,False
2210,Jura,159,0.7752287347952475,2.234787754629544,-0.16824772918144246,0.0010605886153989275,decrease,1.4170146534465102,2034,forecast,2080,forecast,False
2215,Alps North,159,0.5472206602206069,2.5134600475981372,-0.16463663032199732,0.001151461100323825,decrease,1.4441908125533756,2022,forecast,2055,forecast,False
2219,Alps North,159,0.8737146181023043,5.36702416593189,0.22252549501968213,0.0003477361743082774,increase,1.6305742064731366,2034,forecast,2073,forecast,False
2232,Alps North,159,1.0055916031626346,3.5368491964358855,-0.044228154527103145,0.26835952882925307,decrease,1.5729645178494789,,none,,none,False
2239,Alps East,159,0.016742128868818967,0.3187564733253624,-0.0171923288112138,5.835804847142967e-06,decrease,9.292866025980388,1999,observed,2008,observed,False
2243,Alps North,159,0.7454513717211536,3.583704154501814,-0.03545636564109235,0.6834306388633604,decrease,2.4650716761479945,,none,,none,False
2244,Alps South,153,1.041310730226384,3.476557244371447,-0.0731555469322707,0.28903354254194413,decrease,1.6937911931604668,,none,,none,False
2247,Jura,159,0.7387543297372792,1.7743535640511052,-0.11878747361877655,0.012246093844698658,decrease,1.4743986748545348,2051,forecast,,none,False
2251,Alps North,153,1.3642418853894978,4.205570634253022,-0.11062495544086672,0.18330223399258028,decrease,1.3903844460207233,,none,,none,False
2252,Alps North,153,0.8280491043924493,2.1077535758675583,-0.15326087650540357,0.024447784188570187,decrease,1.9534521343505131,2045,forecast,2099,forecast,False
2256,Alps East,159,0.8942859789862426,3.816531983152506,-0.1374417122456129,0.0004946086148123197,decrease,0.8436506845299063,2054,forecast,,none,False
2262,Alps East,159,0.8124818654696949,3.6500976411767025,0.06359364327905181,0.25841287570987026,increase,0.8316632804330772,,none,,none,False
2263,Alps East,159,0.5143838299797294,2.4687017602548558,0.014225509579106541,0.9349988039705048,increase,1.5925030237847897,,none,,none,False
2265,Alps East,159,0.3105031229573745,1.089611744516478,-0.06196672436256274,0.0014690324003254762,decrease,1.0532806513603066,2038,forecast,2089,forecast,False
2268,Alps West,159,1.2705223143626776,6.404055993634247,0.08457103848261335,0.15183576182655356,increase,0.6649182505733221,,none,,none,False
2269,Alps West,159,0.9375538461161376,5.5539244475335146,-0.1833813555578252,0.0015916624632856813,decrease,2.111020748713057,2037,forecast,2088,forecast,False
2270,Jura,143,0.8058066292509574,2.2630592155271283,-0.1625710909401174,0.03475180940193767,decrease,1.5410992860938473,2038,forecast,2088,forecast,False
2276,Alps North,159,0.6046997206607644,3.2866885390469793,0.06392655946494791,0.3107545604252415,increase,2.4944279548549635,2083,forecast,,none,False
2282,Alps North,159,0.7960214519424338,2.373763161874674,-0.1732701138590717,0.007628452120383988,decrease,1.3882779756289836,2040,forecast,2086,forecast,False
2283,Alps North,159,1.0932739987753992,2.9725420394760365,-0.23732536290266723,0.001151461100323825,decrease,1.5425107454128466,2036,forecast,2082,forecast,False
2288,Alps East,159,0.448074697079769,2.7180877601554947,-0.05474997460206555,0.27856604965694465,decrease,1.790249457938205,2058,forecast,,none,False
2289,Plateau,159,0.4337930549979338,2.596213905642187,-0.07097084175981538,0.06068047266543353,decrease,2.5213825736807274,2037,forecast,2098,forecast,False
2290,Jura,159,1.2059610313303581,4.179039527098871,-0.20897439991286643,0.0867673622125098,decrease,1.4672400532816374,2036,forecast,2094,forecast,False
2299,Alps North,159,1.0802328027386285,6.939946251603895,-0.1892515888064937,0.001151461100323825,decrease,2.2524002071272657,2041,forecast,2098,forecast,False
2300,Alps North,159,1.3578326653892827,4.322489444015429,0.0192097839345968,0.9164874459935288,increase,1.2533515845257044,,none,,none,False
2303,Alps North,159,1.1882699318865275,3.511757395388009,-0.09277444843061897,0.2125219354050587,decrease,1.392195265492062,,none,,none,False
2304,Alps East,159,0.35753268385092635,1.600799727923554,-0.02574860810935654,0.23929351176558455,decrease,1.587767036010746,,none,,none,False
2305,Alps North,157,0.7516597284697764,2.7111529352271515,0.024029413748331716,0.8612638836213089,increase,2.025223342617525,,none,,none,False
2307,Jura,159,0.7864472605091546,2.8109602647732883,-0.19519107502209954,0.008754818603433856,decrease,1.989756286528944,2027,forecast,2068,forecast,False
2308,Plateau,159,0.6360991900370958,2.2007935190829504,-0.028450593640127114,0.4629394880460813,decrease,2.07876997164557,,none,,none,False
2309,Plateau,159,3.0289708326356695,5.742370236680399,2.1881631649737687,0.0007594964414427974,increase,5.008976673250691,2007,observed,2021,forecast,False
2312,Plateau,159,0.400571203416827,1.3670725898303246,-0.04908049033802185,0.24872473553918217,decrease,1.6566422180201483,2055,forecast,,none,False
2319,Alps East,159,0.5608636192325958,2.4162118477972236,-0.06252084477524783,0.091142798844293,decrease,1.2133114298240386,2077,forecast,,none,False
2321,Alps South,159,1.1602206241861606,2.6421950381724733,0.03482321162197107,1.0,increase,1.799095404393665,,none,,none,False
2327,Alps East,159,0.7550141070894089,3.3913457566662295,-0.04309427509609011,0.18028794638930257,decrease,0.865122906229538,,none,,none,False
2342,Alps West,159,0.7575300613762744,2.6696408344139386,-0.011711867207008795,0.7530821359358961,decrease,1.7299594505927345,,none,,none,False
2343,Plateau,159,0.3503771611401902,1.7798277380729413,-0.13533606996231354,0.0023585647255830455,decrease,2.4684634252196873,2016,observed,2042,forecast,False
2346,Alps West,159,0.7636844861005472,4.226277898822478,-0.028844379980970114,0.700619648328836,decrease,2.1467711333934685,,none,,none,False
2347,Alps South,159,2.3554405364287616,5.13079424620478,-0.09718213741963606,0.5523765052635039,decrease,1.7724386199436013,,none,,none,False
2349,Alps South,159,1.2813476639070822,2.046161730179408,-0.16805811488909989,0.02453479362632094,decrease,0.8685659140456765,2055,forecast,,none,False
2351,Alps West,159,0.3370386231691046,1.950930100881841,-0.04169684021515304,0.10534105856467724,decrease,1.0525447407871424,2065,forecast,,none,False
2352,Alps North,159,0.6720659835812142,2.134599933074632,0.1343364961240089,0.00937191589417119,increase,1.9540282069375443,2044,forecast,2094,forecast,False
2355,Alps East,159,0.5985050014418919,2.578037826654233,-0.07471065725296927,0.11044599236405395,decrease,1.0851075903408072,2062,forecast,,none,False
2356,Alps South,159,2.0309912829763457,4.685997799447099,0.21082008897710353,0.16560248483061546,increase,1.252212018757794,2091,forecast,,none,False
2364,Alps South,159,0.739011659637728,1.0488774654505804,-0.03137456875365526,0.20409789310190107,decrease,0.5840743853424117,,none,,none,False
2366,Alps South,159,0.9024556858548594,3.210186537348851,-0.04440817114480894,0.5523765052635039,decrease,1.4233531199889156,,none,,none,False
2368,Alps South,143,1.8493975785404453,1.7969415186605568,0.19139175115258933,0.09932636867264089,increase,0.7201026725816001,2089,forecast,,none,False
2369,Plateau,159,0.39637699810488036,1.317038940868056,-0.10877311189155683,0.01002752644631788,decrease,1.8334591991426583,2025,forecast,2061,forecast,False
2370,Jura,159,0.8436574083391077,2.3005269888673605,-0.1744533199107841,0.0037184616413938887,decrease,1.4587916369166707,2033,forecast,2082,forecast,False
2371,Jura,159,0.6226333469772303,1.836433871976071,-0.13923271411130309,0.011462469375363327,decrease,1.6424650838628596,2029,forecast,2074,forecast,False
2372,Alps North,159,0.9692501663872446,4.709882576026309,-0.033844658036926135,0.5369017953048782,decrease,2.215921571731824,,none,,none,False
2374,Alps North,159,1.0738977672785157,3.039424507971046,-0.09461126702382036,0.18798383813865382,decrease,1.3053530905006288,2099,forecast,,none,False
2378,Jura,159,0.9058021146590561,2.873901157809759,-0.14474077104010502,0.03918554717058398,decrease,1.6536531925135867,2043,forecast,,none,False
2386,Plateau,159,0.5252055426802376,1.5535679379666172,-0.06007677894100953,0.043838787162109094,decrease,2.025032829115074,2061,forecast,,none,False
2387,Alps East,159,0.5762536731090142,2.0050890617148154,-0.03864785085554616,0.2997628531295813,decrease,1.2551632543884503,,none,,none,False
2403,Alps East,159,0.2950667867090538,0.6033295976773454,-0.05685418634547141,0.00010454474945054137,decrease,0.8657595751109689,2040,forecast,2092,forecast,False
2409,Alps North,159,0.9771158215066151,2.7610674498896715,-0.06883077408078986,0.10534105856467724,decrease,1.6798967530996856,,none,,none,False
2410,Alps North,159,0.553547708434165,3.5632764581925214,0.06847553733847331,0.27856604965694465,increase,2.9930694326608194,2095,forecast,,none,False
2412,Alps North,159,0.6536677592574522,2.4194338969951845,-0.22261953044278568,0.001151461100323825,decrease,2.1243100874406937,2015,observed,2044,forecast,False
2414,Alps North,159,1.0489712227861447,2.7060267658180255,-0.09760057555496862,0.15860607706086882,decrease,1.6883556654921947,2091,forecast,,none,False
2415,Plateau,159,0.3975308840629877,1.6747350178431497,-0.08625991270879368,0.018022282186753058,decrease,2.659216513360404,2028,forecast,2074,forecast,False
2416,Plateau,159,0.37332786080095676,1.5466508423859826,-0.09586363848765238,0.043838787162109094,decrease,2.458732907309171,2028,forecast,2067,forecast,False
2417,Plateau,159,0.3871166941410737,1.4930135095692914,-0.08340174842338621,0.0867673622125098,decrease,1.9451852507471836,2036,forecast,2083,forecast,False
2418,Alps East,159,0.2885996100006358,0.20441012662057947,-0.020169083412163648,0.04895023859965297,decrease,0.6120889494365787,,none,,none,False
2419,Alps West,159,0.7044578697555667,4.062222297002334,-0.0455123516191756,0.43502642785483836,decrease,1.6097899302235827,,none,,none,False
2420,Alps South,159,1.191054744692378,3.7104961457333916,-0.01658486222316758,0.600072292463655,decrease,2.393611294101308,,none,,none,False
2426,Alps North,159,0.4854418367473384,1.7618619152924455,0.01510858696157846,0.7179633437775998,increase,1.5112464548026765,,none,,none,False
2430,Alps East,159,1.3265391865962888,5.6805454790845795,-0.029978817025758803,0.7530821359358961,decrease,1.431093291649162,,none,,none,False
2432,Plateau,159,0.5254779975051705,1.5719296387944062,-0.09108634159768454,0.06736779165897167,decrease,1.9216295248210427,2041,forecast,2099,forecast,False
2433,Jura,159,1.521001021177451,4.554682891765942,-0.10848524725050146,0.2211942719822526,decrease,1.4708189034549515,,none,,none,False
2434,Jura,159,0.3830112503397697,1.2929142108954557,-0.11478544086610634,0.000826253158582535,decrease,2.4606418920596855,2018,observed,2051,forecast,False
2436,Alps North,159,0.8269042854783821,2.562039573167996,-0.07807138949213836,0.13895829457075304,decrease,1.780043833967826,,none,,none,False
2437,Plateau,159,0.7704924697596924,2.0152333177070636,-0.1482092552213922,0.029350731060459267,decrease,1.4661500076209555,2040,forecast,2092,forecast,False
2446,Plateau,150,0.48567246708045636,1.7808934018816787,-0.05438290057303248,0.3788412517838009,decrease,2.835615057162907,2060,forecast,,none,False
2447,Plateau,150,0.4511951953114774,1.4501862869409787,-0.12926176091061786,0.011924155188484331,decrease,1.6482769052701591,2022,forecast,2057,forecast,False
2450,Plateau,159,0.30182690150296126,1.3173222913164815,-0.09130902952437035,0.00937191589417119,decrease,2.605634221567599,2023,forecast,2056,forecast,False
2457,Alps North,157,0.6745565986118426,4.629275939951103,0.006442283096232531,0.9349988039705048,increase,2.9376371451969154,,none,,none,False
2458,Jura,159,0.23450235095972646,0.6592894591988168,-0.0698955044559722,0.00026555347838153054,decrease,2.0052776856659067,2018,observed,2052,forecast,False
2461,Alps South,159,1.3363842361809386,2.8551808360806517,0.0036639732463549356,0.9721171358417333,increase,1.2505192913597099,,none,,none,False
2462,Alps East,87,,,,,none,,,none,,none,True
2463,Alps South,159,0.5936418471506139,1.8684521775090002,0.3044373692381922,0.0009763906195980887,increase,3.3601960578069274,2007,observed,2027,forecast,False
2468,Alps North,159,0.9689164797134716,3.290192022877548,-0.06131370969395533,0.3696497329509345,decrease,1.7206495430358828,,none,,none,False
2469,Alps North,159,0.6168972480614735,3.448346054561878,-0.04327735060174476,0.18028794638930257,decrease,2.4216794689823242,,none,,none,False
2471,Plateau,159,0.3032473066474106,1.6849464061546098,-0.12688019336682332,0.003451102206067036,decrease,3.221870361169593,2010,observed,2034,forecast,False
2473,Alps East,159,0.6177833942820892,3.163984008995627,-0.020463618291415384,0.600072292463655,decrease,1.8230415124535522,,none,,none,False
2474,Alps South,154,1.4563899286459845,2.8926010348271243,0.024763443834180093,0.6664041829849279,increase,1.2372757221195319,,none,,none,False
2475,Alps South,155,1.0931757942182294,1.0198916841207255,0.0008163148985552982,0.961407429045934,increase,0.45584428039447156,,none,,none,False
2477,Plateau,154,0.7432443744436055,2.436861937303234,-0.08083129977944879,0.09993379657133428,decrease,1.4489042831877788,2087,forecast,,none,False
2478,Jura,153,0.47390151366487393,1.6755218690597546,-0.09192247450045529,0.012704186640628334,decrease,1.8165484647888122,2035,forecast,2087,forecast,False
2480,Jura,159,0.8945216148259229,2.6686101641113225,-0.1747282559642449,0.00431041611784333,decrease,1.6805526130922643,2033,forecast,2085,forecast,False
2481,Alps North,159,0.7896827366083368,4.520941702060559,0.06365350441285603,0.3696497329509345,increase,2.6937126608437074,,none,,none,False
2485,Jura,147,0.47007083346687734,1.3290456931779377,-0.04617347010128809,0.5738490427115428,decrease,2.213297411431468,2063,forecast,,none,False
2486,Alps North,147,1.1074336800797515,2.5624460792721444,-0.12576109528632973,0.05132489360068204,decrease,0.9416216152716625,2081,forecast,,none,False
2487,Alps North,146,0.840076377884565,2.933254041023765,-0.13214983104759825,0.035230431055646605,decrease,1.0745459957874826,2055,forecast,,none,False
2488,Alps North,146,0.7072265763504249,0.8697871100945123,-0.0022016031620998126,0.7635561283061163,decrease,0.9552966360960117,,none,,none,False
2490,Plateau,142,0.8292929993449762,2.4920134547212505,-0.12119339772027433,0.1606311244444698,decrease,1.4061086175047075,2050,forecast,,none,False
2491,Alps North,142,1.1149213309833972,3.556488467700125,0.1516284558775521,0.24695545939811314,increase,3.1155814306022354,2068,forecast,,none,False
2493,Jura,140,0.4808553152576886,1.1265332017648297,-0.018575242881757808,0.4602261776270049,decrease,0.9300149141676856,,none,,none,False
2494,Alps South,138,1.2919851730313172,4.029411043230067,-0.05116907664477299,0.8646820584594126,decrease,1.2769600891345114,,none,,none,False
2497,Plateau,131,0.3106777520349217,1.1852979119098814,-0.09926485953274489,0.006097139917784489,decrease,2.241712423080512,2027,forecast,2058,forecast,False
2498,Alps East,129,0.5708587958258975,2.068960804088569,-0.05881237393170277,0.34457761884916804,decrease,1.6428309045491072,2076,forecast,,none,False
2500,Plateau,129,0.22373130816070694,1.189573192637535,0.014979117837308712,0.744891472543834,increase,3.3977748436257866,,none,,none,False
2602,Alps East,159,0.6446846499226933,3.028960728411575,-0.053312179346705686,0.3696497329509345,decrease,1.4141411601300486,,none,,none,False
2603,Alps North,126,,,,,none,,,none,,none,True
2604,Alps North,125,,,,,none,,,none,,none,True
2605,Alps South,125,,,,,none,,,none,,none,True
2606,Alps West,159,0.43344497106831587,2.928552582926425,-0.1745178629105288,7.097221897556238e-05,decrease,2.0313902185337303,2014,observed,2039,forecast,False
2607,Alps West,121,,,,,none,,,none,,none,True
2608,Plateau,120,,,,,none,,,none,,none,True
2609,Alps North,119,,,,,none,,,none,,none,True
2610,Jura,115,,,,,none,,,none,,none,True
2612,Alps South,113,,,,,none,,,none,,none,True
2613,Plateau,103,,,,,none,,,none,,none,True
2617,Alps East,106,,,,,none,,,none,,none,True
2620,Alps South,59,,,,,none,,,none,,none,True
2629,Alps South,67,,,,,none,,,none,,none,True
2630,Alps West,56,,,,,none,,,none,,none,True
2631,Alps East,44,,,,,none,,,none,,none,True
2634,Alps North,159,0.8041867496226187,2.636672471192745,-0.08679754959462482,0.07093234307299712,decrease,1.991611317888124,2078,forecast,,none,False
2635,Alps North,159,1.20892692474307,3.694061463410637,-0.13148925693919153,0.1269387713465171,decrease,1.0918237617353532,2096,forecast,,none,False
2640,Jura,6,,,,,none,,,none,,none,True
2644,Alps East,7,,,,,none,,,none,,none,True
3001,Alps East,87,,,,,none,,,none,,none,True
3002,Alps North,83,,,,,none,,,none,,none,True
3003,Alps East,83,,,,,none,,,none,,none,True
3004,Alps North,107,,,,,none,,,none,,none,True
3005,Alps North,83,,,,,none,,,none,,none,True
3006,Alps East,111,,,,,none,,,none,,none,True
3007,Plateau,135,1.130326633446509,2.8663742925488016,0.17880022467325116,0.01916725204321512,increase,1.3382435495050113,2061,forecast,,none,False
3008,Plateau,79,,,,,none,,,none,,none,True
3009,Alps East,131,0.6443111976460706,1.967748518175447,0.011821031082078685,0.4856472470963893,increase,0.9132133619811033,,none,,none,False
3010,Plateau,83,,,,,none,,,none,,none,True
3011,Plateau,83,,,,,none,,,none,,none,True
3012,Plateau,83,,,,,none,,,none,,none,True
3013,Plateau,83,,,,,none,,,none,,none,True
3014,Plateau,147,0.9699698825217685,2.85679040904787,0.008376275023600877,0.7436890405792607,increase,3.9861459956549408,,none,,none,False
3015,Plateau,143,1.2754146806390632,3.5546932360290735,-0.16942130909059577,0.10504200372059169,decrease,1.655041015203621,2067,forecast,,none,False
3016,Plateau,83,,,,,none,,,none,,none,True
3017,Plateau,83,,,,,none,,,none,,none,True
3018,Alps East,83,,,,,none,,,none,,none,True
3019,Alps East,131,0.5198357109043383,0.8007355710680288,0.0434390424230929,0.06081694918575553,increase,1.0256113969076661,,none,,none,False
3020,Plateau,83,,,,,none,,,none,,none,True
3021,Plateau,83,,,,,none,,,none,,none,True
3022,Alps East,83,,,,,none,,,none,,none,True
3023,Plateau,107,,,,,none,,,none,,none,True
3024,Plateau,83,,,,,none,,,none,,none,True
3025,Alps East,83,,,,,none,,,none,,none,True
3026,Plateau,75,,,,,none,,,none,,none,True
3027,Plateau,83,,,,,none,,,none,,none,True
3028,Plateau,87,,,,,none,,,none,,none,True
3029,Plateau,83,,,,,none,,,none,,none,True
3030,Alps East,83,,,,,none,,,none,,none,True
3031,Alps East,79,,,,,none,,,none,,none,True
3032,Alps East,147,0.5955678376441136,2.2666031890263856,-0.05340952861962533,0.14656951458927425,decrease,1.4914240925799471,2091,forecast,,none,False
3033,Alps East,147,0.487379646610186,2.360851728092977,-0.07151325477767001,0.0915695776501475,decrease,1.2739543836496596,2059,forecast,,none,False
4001,Black Forest,133,0.7680587031568985,2.6385121787300445,-0.13022683140987423,0.0910305299729306,decrease,1.5457347838373139,2049,forecast,,none,False
4002,Black Forest,144,1.0257350233626974,2.9748840830594294,-0.026355387094415046,0.8168835068089899,decrease,1.7281779107273063,,none,,none,False
4003,Black Forest,152,0.8973861046277276,2.6445304783262134,-0.16752162193409273,0.0664319208094235,decrease,1.7911867727079394,2037,forecast,2091,forecast,False
4004,Black Forest,152,0.3817851628836962,1.2299301305353676,-0.04460032525389918,0.279615358042137,decrease,2.0410547974635938,2072,forecast,,none,False
